|x-x_1|,	 E_{exact}(x),
1.01E-07, 1.00E+00+1.05E-03i, -2.63E-06+3.29E-08i, -1.20E-05+5.36E-12i, 
1.01E-06, 1.00E+00+1.05E-02i, -2.64E-09+3.27E-10i, -1.20E-08+5.27E-16i, 
1.01E-05, 9.95E-01+1.05E-01i, -2.64E-12+3.27E-12i, -1.20E-11+5.28E-20i, 
1.01E-04, 5.00E-01+8.66E-01i, -2.64E-15+3.27E-14i, -1.20E-14+2.96E-23i, 
