|x-x_1|,	 E_{asym}(x),
1.73E-03, -5.00E-01-8.66E-01i, 2.56E-09-2.73E-09i, 1.52E-22+1.41E-22i, 
1.73E-04, -5.00E-01-8.66E-01i, 2.99E-08-2.25E-08i, 1.26E-21+1.65E-21i, 
1.73E-05, 5.00E-01+8.66E-01i, -2.93E-07+3.10E-07i, -1.73E-20-1.61E-20i, 
1.73E-06, 9.95E-01+1.05E-01i, -2.60E-07+2.10E-05i, -1.16E-18-6.68E-21i, 
