|x-x_1|,	 E_{exact}(x),
1.73E-09, 1.08E+00+9.91E-05i, 1.75E-01+7.56E-06i, 3.88E-01+5.19E-06i, 
1.73E-08, 1.00E+00+1.05E-03i, 1.38E-04+5.93E-08i, 4.46E-04+5.32E-10i, 
1.73E-07, 1.00E+00+1.05E-02i, 1.38E-07+5.93E-10i, 4.47E-07+5.32E-14i, 
1.73E-06, 9.95E-01+1.05E-01i, 1.39E-10+6.02E-12i, 4.49E-10+1.95E-15i, 
