M=1762,|x-x_1|=1.73E-07, 
a, 1.00E-07, 1.00E-08, 1.00E-09, 1.00E-10, 
E_{exact} vs E_{asym}, 3.78E-01, 4.83E-04, 4.83E-07, 4.83E-10, 
Q_{exact} vs Q_{asym}, 1.28E-02, 1.28E-02, 1.28E-02, 9.83E-03, 
