1.00E+00+3.28E-14i, 7.32E-16-3.29E-14i, 0.00E+00+0.00E+00i, 
1.00E+00+3.89E-14i, 5.79E-16-2.26E-14i, 0.00E+00+0.00E+00i, 
1.00E+00+4.23E-14i, 3.97E-16-1.45E-14i, 0.00E+00+0.00E+00i, 
1.00E+00+4.41E-14i, 2.01E-16-7.15E-15i, 0.00E+00+0.00E+00i, 
1.00E+00+4.47E-14i, -1.77E-19+5.49E-18i, 0.00E+00+0.00E+00i, 
1.00E+00+4.41E-14i, -2.02E-16+7.16E-15i, 0.00E+00+0.00E+00i, 
1.00E+00+4.23E-14i, -3.98E-16+1.46E-14i, 0.00E+00+0.00E+00i, 
1.00E+00+3.89E-14i, -5.80E-16+2.26E-14i, 0.00E+00+0.00E+00i, 
1.00E+00+3.28E-14i, -7.32E-16+3.29E-14i, 0.00E+00+0.00E+00i, 
1.00E+00+1.05E-02i, 9.88E-16-3.90E-14i, -2.79E-28-1.07E-34i, 
1.00E+00+1.05E-02i, 7.45E-16-2.65E-14i, -9.88E-29-1.07E-34i, 
1.00E+00+1.05E-02i, 5.00E-16-1.68E-14i, -2.50E-29-1.07E-34i, 
1.00E+00+1.05E-02i, 2.51E-16-8.21E-15i, -8.84E-30-1.07E-34i, 
1.00E+00+1.05E-02i, -1.85E-19+5.75E-18i, -3.99E-30-1.07E-34i, 
1.00E+00+1.05E-02i, -2.51E-16+8.22E-15i, -2.11E-30-1.07E-34i, 
1.00E+00+1.05E-02i, -5.00E-16+1.68E-14i, -1.24E-30-1.07E-34i, 
1.00E+00+1.05E-02i, -7.46E-16+2.65E-14i, -7.92E-31-1.07E-34i, 
1.00E+00+1.05E-02i, -9.88E-16+3.90E-14i, -5.35E-31-1.07E-34i, 
1.00E+00+2.09E-02i, 1.29E-15-4.24E-14i, -6.99E-29-2.14E-34i, 
1.00E+00+2.09E-02i, 9.34E-16-2.91E-14i, -5.00E-29-2.14E-34i, 
1.00E+00+2.09E-02i, 6.14E-16-1.85E-14i, -2.47E-29-2.14E-34i, 
1.00E+00+2.09E-02i, 3.05E-16-9.01E-15i, -1.19E-29-2.14E-34i, 
1.00E+00+2.09E-02i, -1.90E-19+5.91E-18i, -6.25E-30-2.14E-34i, 
1.00E+00+2.09E-02i, -3.05E-16+9.02E-15i, -3.58E-30-2.14E-34i, 
1.00E+00+2.09E-02i, -6.14E-16+1.85E-14i, -2.21E-30-2.14E-34i, 
1.00E+00+2.09E-02i, -9.34E-16+2.91E-14i, -1.45E-30-2.14E-34i, 
1.00E+00+2.09E-02i, -1.29E-15+4.24E-14i, -1.00E-30-2.14E-34i, 
1.00E+00+3.14E-02i, 1.59E-15-4.42E-14i, -3.11E-29-3.21E-34i, 
1.00E+00+3.14E-02i, 1.13E-15-3.06E-14i, -2.65E-29-3.21E-34i, 
1.00E+00+3.14E-02i, 7.28E-16-1.95E-14i, -1.79E-29-3.21E-34i, 
1.00E+00+3.14E-02i, 3.58E-16-9.50E-15i, -1.10E-29-3.21E-34i, 
1.00E+00+3.14E-02i, -1.92E-19+5.96E-18i, -6.71E-30-3.21E-34i, 
1.00E+00+3.14E-02i, -3.58E-16+9.51E-15i, -4.24E-30-3.21E-34i, 
1.00E+00+3.14E-02i, -7.29E-16+1.95E-14i, -2.78E-30-3.21E-34i, 
1.00E+00+3.14E-02i, -1.13E-15+3.06E-14i, -1.90E-30-3.21E-34i, 
1.00E+00+3.14E-02i, -1.59E-15+4.42E-14i, -1.35E-30-3.21E-34i, 
9.99E-01+4.19E-02i, 1.88E-15-4.48E-14i, -1.75E-29-4.28E-34i, 
9.99E-01+4.19E-02i, 1.30E-15-3.10E-14i, -1.60E-29-4.28E-34i, 
9.99E-01+4.19E-02i, 8.30E-16-1.98E-14i, -1.25E-29-4.28E-34i, 
9.99E-01+4.19E-02i, 4.05E-16-9.66E-15i, -8.95E-30-4.28E-34i, 
9.99E-01+4.19E-02i, -1.90E-19+5.91E-18i, -6.18E-30-4.28E-34i, 
9.99E-01+4.19E-02i, -4.05E-16+9.67E-15i, -4.27E-30-4.28E-34i, 
9.99E-01+4.19E-02i, -8.30E-16+1.98E-14i, -2.99E-30-4.28E-34i, 
